CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryMin,MonetaryMax,MonthlyPurchaseAmount,TopCategory,TopCategorySpend,BottomCategory,Country,TotalQuantity,PurchaseFrequencyPerMonth,CustomerAge,LifetimeValue,LifetimeFrequency,IsLoyal,IsFrequentBuyer,TopCategory_Encoded,BottomCategory_Encoded,Country_Encoded,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,FinalCluster
12363,110,1,252.9,36.128571428571426,17.4,69.36,42.15,Stationery,220.62,Other,Unspecified,408,0.16666666666666666,132,552.0,2,0,0,8,8,31,0,0,0,0
12364,8,4,1313.1,15.448235294117646,5.04,64.8,218.85,Other,407.29999999999995,Bags,Belgium,1506,0.6666666666666666,104,1313.1,4,0,0,6,1,2,0,0,0,0
12367,4,1,168.9,15.354545454545455,9.9,23.4,28.150000000000002,Stationery,49.2,Other,Denmark,173,0.16666666666666666,0,168.9,1,0,0,8,8,7,0,0,0,0
12370,51,1,739.28,26.40285714285714,10.2,88.5,123.21333333333332,Home Decor,832.97,Textiles,Cyprus,2352,0.16666666666666666,309,3541.94,4,0,0,4,12,5,0,0,-1,0
12371,45,2,1887.96,29.96761904761905,4.68,360.0,314.66,Stationery,391.05,Bags,Switzerland,591,0.3333333333333333,14,1887.96,2,0,0,8,1,27,0,0,0,0
12372,72,1,383.12,29.470769230769232,11.7,59.4,63.85333333333333,Storage,676.8,Furniture,Denmark,794,0.16666666666666666,224,1298.04,3,0,0,9,4,7,0,0,0,0
12374,25,1,742.9300000000001,22.513030303030305,5.04,120.0,123.82166666666667,Stationery,241.98000000000002,Storage,Austria,342,0.16666666666666666,0,742.9300000000001,1,0,0,8,11,1,0,0,0,0
12375,11,2,457.5,26.91176470588235,8.5,62.400000000000006,76.25,Bags,287.40000000000003,Home Decor,Finland,178,0.3333333333333333,87,457.5,2,0,0,0,6,10,0,0,0,0
12378,130,1,4008.62,18.30420091324201,4.68,69.36,668.1033333333334,Kitchen,1041.47,Textiles,Switzerland,2529,0.16666666666666666,0,4008.62,1,0,0,5,12,27,0,0,-1,0
12379,82,2,852.24,21.306,8.5,76.19999999999999,142.04,Storage,269.34000000000003,Crockery,Belgium,407,0.3333333333333333,88,852.24,2,0,0,9,2,2,0,0,0,0
12380,22,3,2117.26,31.13617647058824,7.800000000000001,157.92000000000002,352.8766666666667,Kitchen,582.65,Crockery,Belgium,1127,0.5,164,2724.81,4,0,0,5,2,2,0,0,0,0
12381,5,5,1845.31,21.21045977011494,4.5,240.0,307.5516666666667,Kitchen,490.28000000000003,Furniture,Norway,808,0.8333333333333334,115,1845.31,5,0,0,5,4,20,0,0,0,0
12384,29,2,585.27,21.676666666666666,6.64,80.0,97.545,Stationery,201.75,Crockery,Switzerland,126,0.3333333333333333,92,585.27,2,0,0,8,2,27,0,0,0,0
12388,16,3,2014.41,30.990923076923078,9.36,81.36,335.735,Kitchen,837.07,Furniture,Australia,1462,0.5,311,2780.66,6,0,0,5,4,0,0,0,0,0
12390,80,1,549.84,17.1825,7.800000000000001,45.0,91.64,Toys,192.63,Home Decor,Belgium,353,0.16666666666666666,0,549.84,1,0,0,11,6,2,0,0,0,0
12391,22,1,439.66,4.72752688172043,0.83,29.5,73.27666666666667,Other,146.85,Textiles,Cyprus,293,0.16666666666666666,0,439.66,1,0,0,6,12,5,0,0,0,0
12393,72,1,521.5,20.86,10.2,49.5,86.91666666666667,Bags,564.0,Textiles,Australia,816,0.16666666666666666,260,1582.6000000000001,4,0,0,0,12,0,0,0,-1,0
12394,64,1,891.4,148.56666666666666,39.839999999999996,266.24,148.56666666666666,Kitchen,773.24,Furniture,Belgium,819,0.16666666666666666,153,1272.48,2,0,0,5,4,2,0,0,-1,0
12395,19,6,1448.91,18.817012987012987,5.04,76.5,241.485,Kitchen,922.46,Textiles,Belgium,2118,1.0,351,3018.63,12,1,0,5,12,2,1,1,-1,1
12397,36,2,2409.9,19.126190476190477,5.04,127.5,401.65000000000003,Kitchen,554.54,Accessories,Belgium,1263,0.3333333333333333,99,2409.9,2,0,0,5,0,2,0,0,0,0
12398,46,1,1635.6599999999999,19.24305882352941,6.64,200.0,272.60999999999996,Kitchen,599.3199999999999,Electronics,Switzerland,1394,0.16666666666666666,0,1635.6599999999999,1,0,0,5,3,27,0,0,0,0
12399,119,1,209.62,17.468333333333334,9.959999999999999,49.5,34.93666666666667,Kitchen,494.51,Electronics,Belgium,1178,0.16666666666666666,142,1108.65,4,0,0,5,3,2,0,0,0,0
12403,50,1,427.7,85.53999999999999,9.9,166.0,71.28333333333333,Toys,381.8,Home Decor,Denmark,96,0.16666666666666666,0,427.7,1,0,0,11,6,7,0,0,-1,0
12405,149,1,1710.39,31.67388888888889,9.959999999999999,320.0,285.065,Storage,530.2,Bags,Finland,857,0.16666666666666666,0,1710.39,1,0,0,9,1,10,0,0,-1,0
12406,22,1,1794.05,32.03660714285714,5.04,99.60000000000001,299.0083333333333,Kitchen,790.7700000000001,Accessories,Denmark,1818,0.16666666666666666,161,3415.3,2,0,0,5,0,7,0,0,0,0
12407,50,3,1212.16,24.2432,2.88,90.0,202.02666666666667,Kitchen,1014.49,Electronics,Belgium,1416,0.5,214,1708.1200000000001,5,0,0,5,3,2,0,0,0,0
12408,33,3,2050.96,29.724057971014492,2.88,122.39999999999999,341.82666666666665,Storage,638.1,Textiles,Belgium,1409,0.5,227,2888.55,5,0,0,9,12,2,0,0,-1,0
12409,79,2,4865.59,108.12422222222223,2.88,270.0,810.9316666666667,Kitchen,2976.67,Textiles,Switzerland,5551,0.3333333333333333,103,11072.67,3,0,0,5,12,27,1,0,-1,1
12412,75,3,1226.88,20.112786885245903,5.04,50.400000000000006,204.48000000000002,Storage,281.3,Seasonal,Denmark,829,0.5,94,1226.88,3,0,0,9,9,7,0,0,0,0
12413,67,1,194.20000000000002,19.42,8.5,35.400000000000006,32.36666666666667,Kitchen,332.6,Textiles,France,286,0.16666666666666666,270,758.1,3,0,0,5,12,11,0,0,0,0
12417,3,4,1750.83,17.5083,4.68,54.0,291.805,Kitchen,1310.0,Furniture,Belgium,1552,0.6666666666666666,354,3649.1,9,0,0,5,4,2,0,0,-1,0
12418,113,1,668.58,19.664117647058823,5.04,68.0,111.43,Toys,163.07999999999998,Home Decor,Switzerland,407,0.16666666666666666,0,668.58,1,0,0,11,6,27,0,0,0,0
12420,64,1,600.39,20.70310344827586,10.08,39.8,100.065,Kitchen,305.52,Stationery,Cyprus,345,0.16666666666666666,0,600.39,1,0,0,5,10,5,0,0,0,0
12421,16,3,649.59,19.105588235294118,5.04,56.0,108.265,Stationery,258.66,Other,Spain,484,0.5,303,807.04,4,0,0,8,8,25,0,0,0,0
12422,96,2,565.0600000000001,21.733076923076926,9.959999999999999,120.0,94.17666666666668,Bags,312.95,Crockery,Australia,370,0.3333333333333333,229,803.5600000000001,3,0,0,0,2,0,0,0,-1,0
12423,1,2,407.62,14.055862068965517,4.68,45.0,67.93666666666667,Kitchen,476.0,Textiles,Belgium,1339,0.3333333333333333,352,1859.31,8,0,0,5,12,2,0,0,0,0
12424,163,2,1760.96,58.69866666666667,9.899999999999999,306.0,293.49333333333334,Kitchen,1047.99,Furniture,Australia,740,0.3333333333333333,0,1760.96,2,0,0,5,4,0,0,0,-1,0
12425,78,1,777.2,21.58888888888889,8.5,70.80000000000001,129.53333333333333,Kitchen,357.5,Stationery,Portugal,496,0.16666666666666666,0,777.2,1,0,0,5,10,22,0,0,0,0
12427,22,2,522.3,24.87142857142857,12.48,68.0,87.05,Toys,209.8,Kitchen,Germany,533,0.3333333333333333,349,825.8,3,0,0,11,7,12,0,0,0,0
12428,26,3,1645.92,27.896949152542373,5.04,160.0,274.32,Kitchen,1965.01,Furniture,Finland,3536,0.5,257,7956.46,9,0,0,5,4,10,0,0,-1,0
12429,9,2,2030.92,36.26642857142857,4.68,162.0,338.4866666666667,Electronics,1434.12,Toys,Denmark,1557,0.3333333333333333,356,3750.4,4,0,0,2,13,7,0,0,-1,0
12430,43,1,256.4,23.30909090909091,9.959999999999999,47.8,42.73333333333333,Stationery,102.8,Kitchen,Norway,117,0.16666666666666666,0,256.4,1,0,0,8,7,20,0,0,0,0
12431,36,8,3328.92,32.00884615384616,5.04,601.44,554.82,Electronics,2382.15,Seasonal,Australia,2896,1.3333333333333333,338,6419.95,15,1,1,2,9,0,1,1,-1,1
12432,43,5,5059.32,46.845555555555556,4.68,700.0,843.2199999999999,Other,1106.8600000000001,Textiles,Norway,1801,0.8333333333333334,129,5059.32,5,0,0,6,12,20,1,0,-1,1
12434,85,1,519.89,15.290882352941177,4.68,45.0,86.64833333333333,Kitchen,176.85,Furniture,Australia,394,0.16666666666666666,175,806.14,2,0,0,5,4,0,0,0,0,0
12435,80,1,3850.9,226.5235294117647,105.6,367.20000000000005,641.8166666666667,Kitchen,2562.15,Home Decor,Denmark,2055,0.16666666666666666,188,7829.89,2,0,0,5,6,7,0,0,-1,0
12436,100,1,509.01,31.813125,12.600000000000001,80.0,84.835,Kitchen,179.85000000000002,Other,Norway,211,0.16666666666666666,0,509.01,1,0,0,5,8,20,0,0,0,0
12437,2,10,2976.32,24.00258064516129,4.68,131.39999999999998,496.05333333333334,Kitchen,1966.33,Textiles,France,2922,1.6666666666666667,329,4951.41,18,1,1,5,12,11,1,1,-1,1
12438,14,2,2906.85,29.66173469387755,2.88,320.0,484.47499999999997,Stationery,659.3,Furniture,Norway,1180,0.3333333333333333,125,2906.85,2,0,0,8,4,20,0,0,0,0
12442,3,1,172.06,14.338333333333333,4.68,30.0,28.676666666666666,Stationery,56.2,Home Decor,Spain,182,0.16666666666666666,0,172.06,1,0,0,8,6,25,0,0,0,0
12444,21,5,5005.46,28.440113636363638,5.8,320.0,834.2433333333333,Kitchen,1278.05,Bags,Norway,1153,0.8333333333333334,149,5005.46,5,0,0,5,1,20,1,0,-1,1
12445,22,1,133.4,33.35,17.4,56.0,22.233333333333334,Home Decor,60.0,Other,Spain,62,0.16666666666666666,0,133.4,1,0,0,4,8,25,0,0,0,0
12446,58,1,1002.3100000000001,17.584385964912283,5.04,38.25,167.05166666666668,Kitchen,389.85,Furniture,RSA,351,0.16666666666666666,0,1002.3100000000001,1,0,0,5,4,23,0,0,0,0
12448,44,1,449.45,20.429545454545455,4.5600000000000005,84.0,74.90833333333333,Stationery,153.48,Home Decor,Spain,243,0.16666666666666666,0,449.45,1,0,0,8,6,25,0,0,0,0
12449,22,3,3208.36,22.436083916083916,4.68,165.0,534.7266666666667,Kitchen,971.41,Accessories,Belgium,1553,0.5,164,4067.29,4,0,0,5,0,2,0,0,0,0
12450,156,2,197.88,24.735,9.959999999999999,66.0,32.98,Bags,82.5,Storage,Spain,128,0.3333333333333333,17,197.88,2,0,0,0,11,25,0,0,0,0
12451,11,3,3727.7,23.444654088050314,2.88,102.0,621.2833333333333,Other,2053.16,Seasonal,Switzerland,6575,0.5,313,9035.52,5,0,0,6,9,27,1,0,-1,1
12452,17,2,430.57,19.571363636363635,2.0,80.0,71.76166666666667,Stationery,130.99,Seasonal,Switzerland,185,0.3333333333333333,0,430.57,2,0,0,8,9,27,0,0,0,0
12453,134,1,707.09,16.443953488372095,9.9,30.0,117.84833333333334,Kitchen,160.4,Furniture,Austria,473,0.16666666666666666,0,707.09,1,0,0,5,4,1,0,0,0,0
12454,56,1,3528.34,235.22266666666667,66.4,417.5,588.0566666666667,Electronics,1326.6399999999999,Crockery,Spain,1006,0.16666666666666666,0,3528.34,1,0,0,2,2,25,0,0,-1,0
12455,73,3,503.56,14.387428571428572,6.8,30.0,83.92666666666666,Home Decor,864.32,Furniture,Spain,2089,0.5,223,2466.86,6,0,0,4,4,25,0,0,0,0
12456,44,2,2240.87,26.67702380952381,4.5600000000000005,280.0,373.4783333333333,Stationery,775.4000000000001,Bags,Switzerland,1633,0.3333333333333333,210,3181.04,3,0,0,8,1,27,0,0,0,0
12457,66,4,1295.98,35.02648648648649,5.04,196.35,215.99666666666667,Other,627.96,Electronics,Switzerland,843,0.6666666666666666,172,2363.23,7,0,0,6,3,27,0,0,0,0
12458,71,1,505.48,26.60421052631579,9.959999999999999,80.0,84.24666666666667,Stationery,160.0,Seasonal,Switzerland,506,0.16666666666666666,213,947.4,2,0,0,8,9,27,0,0,0,0
12461,94,2,826.88,23.62514285714286,4.5600000000000005,200.0,137.81333333333333,Stationery,249.68,Toys,Switzerland,287,0.3333333333333333,60,826.88,2,0,0,8,13,27,0,0,0,0
12462,19,1,427.48,19.430909090909093,9.959999999999999,84.0,71.24666666666667,Kitchen,303.90999999999997,Seasonal,Spain,536,0.16666666666666666,284,1189.59,2,0,0,5,9,25,0,0,0,0
12463,53,2,696.83,15.485111111111111,4.68,36.0,116.13833333333334,Storage,261.45,Bags,Belgium,776,0.3333333333333333,188,1344.78,4,0,0,9,1,2,0,0,0,0
12464,10,4,667.1999999999999,47.65714285714285,15.0,119.6,111.19999999999999,Other,744.55,Furniture,Belgium,112,0.6666666666666666,299,1212.05,8,0,0,6,4,2,0,0,0,0
12465,17,2,742.1899999999999,15.79127659574468,5.04,40.8,123.69833333333332,Kitchen,309.29,Textiles,Belgium,479,0.3333333333333333,152,742.1899999999999,2,0,0,5,12,2,0,0,0,0
12471,2,17,11426.73,40.664519572953736,5.04,876.0,1904.455,Kitchen,8723.109999999999,Textiles,Germany,8200,2.8333333333333335,362,19788.65,30,1,1,5,12,12,1,1,-1,1
12472,32,4,3523.27,17.528706467661692,5.04,126.0,587.2116666666667,Storage,1158.38,Accessories,Germany,4148,0.6666666666666666,336,6572.11,7,0,0,9,0,12,1,1,-1,1
12473,29,4,3266.36,24.559097744360905,4.5600000000000005,549.34,544.3933333333333,Other,1700.88,Textiles,Germany,2414,0.6666666666666666,162,3928.0499999999997,5,0,0,6,12,12,0,0,-1,0
12474,17,10,4604.96,17.055407407407408,2.2800000000000002,72.0,767.4933333333333,Storage,1468.0,Textiles,Germany,4833,1.6666666666666667,312,7324.09,18,1,1,9,12,12,1,1,-1,1
12475,54,1,723.38,20.093888888888888,4.0,54.0,120.56333333333333,Other,183.24,Furniture,Germany,535,0.16666666666666666,0,723.38,1,0,0,6,4,12,0,0,0,0
12476,16,6,4371.32,29.535945945945944,7.9,162.0,728.5533333333333,Other,1551.72,Seasonal,Germany,2408,1.0,345,6816.42,11,1,0,6,9,12,1,1,-1,1
12477,23,4,8642.77,45.25010471204189,5.04,275.40000000000003,1440.4616666666668,Kitchen,4639.08,Bags,Germany,3653,0.6666666666666666,278,13219.74,6,0,0,5,1,12,1,0,-1,1
12478,4,1,680.99,18.91638888888889,5.04,135.0,113.49833333333333,Stationery,173.01,Home Decor,Greece,236,0.16666666666666666,0,680.99,1,0,0,8,6,13,0,0,0,0
12479,11,1,527.2,17.006451612903227,4.5600000000000005,54.0,87.86666666666667,Kitchen,241.3,Toys,Germany,385,0.16666666666666666,0,527.2,1,0,0,5,13,12,0,0,0,0
12480,28,2,1694.36,22.004675324675322,2.5,316.79999999999995,282.3933333333333,Storage,952.25,Electronics,Germany,1707,0.3333333333333333,307,3281.63,4,0,0,9,3,12,0,0,-1,0
12481,23,3,2495.77,28.042359550561798,6.8,144.0,415.96166666666664,Kitchen,1150.06,Textiles,Germany,3294,0.5,342,5579.82,10,0,0,5,12,12,0,0,-1,0
12483,17,3,1170.3700000000001,32.51027777777778,6.959999999999999,160.0,195.0616666666667,Stationery,597.4,Textiles,Sweden,1110,0.5,322,2484.98,8,0,0,8,12,26,0,0,0,0
12484,33,5,3388.65,13.831224489795918,0.83,196.0,564.775,Stationery,1000.2,Accessories,Spain,2187,0.8333333333333334,303,4527.32,6,0,0,8,0,25,0,0,-1,0
12488,10,3,1298.66,23.612000000000002,4.5600000000000005,84.75,216.44333333333336,Other,386.6,Crockery,France,529,0.5,65,1298.66,3,0,0,6,2,11,0,0,0,0
12490,5,8,4222.21,22.822756756756757,6.8,171.84,703.7016666666667,Kitchen,1174.95,Furniture,France,3064,1.3333333333333333,324,5417.93,10,0,1,5,4,11,1,1,-1,1
12491,39,1,460.40000000000003,17.70769230769231,8.5,46.800000000000004,76.73333333333333,Other,122.60000000000001,Bags,France,260,0.16666666666666666,0,460.40000000000003,1,0,0,6,1,11,0,0,0,0
12492,63,2,263.21000000000004,13.160500000000003,5.04,23.4,43.86833333333334,Storage,105.15,Home Decor,Germany,192,0.3333333333333333,42,263.21000000000004,2,0,0,9,6,12,0,0,0,0
12493,166,1,201.24,20.124000000000002,16.5,29.88,33.54,Home Decor,149.5,Kitchen,France,207,0.16666666666666666,31,433.74,2,0,0,4,7,11,0,0,0,0
12494,16,3,530.46,14.735000000000001,4.68,39.8,88.41000000000001,Kitchen,321.66,Storage,France,707,0.5,349,1246.1000000000001,7,0,0,5,11,11,0,0,0,0
12497,82,1,1043.1,74.50714285714285,20.4,177.60000000000002,173.85,Storage,360.0,Home Decor,Germany,1236,0.16666666666666666,0,1043.1,1,0,0,9,6,12,0,0,-1,0
12498,21,3,403.70000000000005,17.55217391304348,8.5,36.0,67.28333333333335,Home Decor,128.3,Other,Germany,159,0.5,36,403.70000000000005,3,0,0,4,8,12,0,0,0,0
12500,23,7,3047.62,70.87488372093023,3.0,624.0,507.93666666666667,Stationery,1006.2,Bags,Germany,2678,1.1666666666666667,310,4257.82,11,1,1,8,1,12,1,1,-1,1
12502,96,2,1881.22,26.87457142857143,4.2,196.0,313.5366666666667,Kitchen,1047.4,Furniture,Spain,820,0.3333333333333333,214,3723.87,5,0,0,5,4,25,0,0,0,0
12504,18,2,482.04999999999995,53.5611111111111,9.95,131.39999999999998,80.34166666666665,Kitchen,368.04999999999995,Stationery,Germany,90,0.3333333333333333,12,482.04999999999995,2,0,0,5,10,12,0,0,0,0
12507,134,2,858.65,107.33125,25.5,208.79999999999998,143.10833333333332,Kitchen,753.05,Electronics,Spain,894,0.3333333333333333,164,1304.81,3,0,0,5,3,25,0,0,0,0
12508,26,2,397.88,5.851176470588236,0.39,20.23,66.31333333333333,Home Decor,107.23,Bags,France,271,0.3333333333333333,2,397.88,2,0,0,4,1,11,0,0,0,0
12510,143,1,301.52,75.38,23.0,162.72,50.25333333333333,Home Decor,227.42000000000002,Other,Spain,353,0.16666666666666666,182,982.5699999999999,2,0,0,4,8,25,0,0,0,0
12512,66,2,132.18,4.263870967741935,0.95,10.5,22.03,Kitchen,44.15,Furniture,Israel,96,0.3333333333333333,0,132.18,2,0,0,5,4,15,0,0,0,0
12513,113,1,612.29,17.494,6.64,54.0,102.04833333333333,Stationery,126.0,Crockery,France,462,0.16666666666666666,0,612.29,1,0,0,8,2,11,0,0,0,0
12516,78,1,728.86,56.066153846153846,7.800000000000001,104.0,121.47666666666667,Bags,588.9,Other,Germany,875,0.16666666666666666,102,1312.06,2,0,0,0,8,12,0,0,0,0
12517,28,4,1731.9,11.781632653061225,1.25,90.0,288.65000000000003,Kitchen,606.24,Accessories,Germany,1361,0.6666666666666666,161,2481.6,5,0,0,5,0,12,0,0,0,0
12518,1,5,2056.89,16.58782258064516,5.04,54.0,342.815,Storage,402.3,Accessories,Germany,1318,0.8333333333333334,109,2056.89,5,0,0,9,0,12,0,0,0,0
12519,64,1,330.84,19.461176470588235,10.0,54.0,55.13999999999999,Kitchen,84.7,Crockery,Germany,175,0.16666666666666666,0,330.84,1,0,0,5,2,12,0,0,0,0
12520,79,2,936.7,18.734,4.68,72.0,156.11666666666667,Kitchen,1032.55,Bags,Germany,1439,0.3333333333333333,194,2634.26,5,0,0,5,1,12,0,0,0,0
12521,143,1,599.68,15.781052631578946,5.04,54.0,99.94666666666666,Bags,133.3,Storage,Germany,309,0.16666666666666666,0,599.68,1,0,0,0,11,12,0,0,0,0
12522,39,2,192.72,16.06,4.0,20.0,32.12,Stationery,53.34,Storage,Germany,194,0.3333333333333333,12,192.72,2,0,0,8,11,12,0,0,0,0
12523,19,7,1289.58,17.426756756756756,9.95,39.6,214.92999999999998,Kitchen,638.6,Accessories,France,865,1.1666666666666667,312,1789.77,11,1,1,5,0,11,1,1,-1,1
12524,9,3,1652.3400000000001,41.3085,2.88,152.64000000000001,275.39000000000004,Other,984.8,Textiles,Germany,3699,0.5,324,4485.72,8,0,0,6,12,12,0,0,0,0
12526,1,3,1316.66,18.54450704225352,4.68,72.0,219.44333333333336,Storage,425.2,Crockery,Germany,632,0.5,93,1316.66,3,0,0,9,2,12,0,0,0,0
12527,82,1,63.790000000000006,21.263333333333335,14.850000000000001,34.0,10.631666666666668,Electronics,126.00000000000001,Furniture,Germany,234,0.16666666666666666,243,348.71000000000004,3,0,0,2,4,12,0,0,0,0
12528,9,4,1161.82,24.204583333333332,9.95,59.400000000000006,193.63666666666666,Kitchen,1264.18,Textiles,Germany,756,0.6666666666666666,303,1933.48,6,0,0,5,12,12,0,0,0,0
12530,60,2,857.28,21.98153846153846,5.04,41.6,142.88,Bags,398.6,Furniture,Germany,913,0.3333333333333333,277,1662.28,4,0,0,0,4,12,0,0,-1,0
12531,15,1,125.22,7.365882352941177,0.85,29.95,20.87,Kitchen,36.2,Bags,Germany,45,0.16666666666666666,0,125.22,1,0,0,5,1,12,0,0,0,0
12532,30,1,349.83000000000004,21.864375000000003,9.36,45.0,58.30500000000001,Home Decor,114.60000000000001,Crockery,France,153,0.16666666666666666,0,349.83000000000004,1,0,0,4,2,11,0,0,0,0
12534,131,1,1089.18,17.28857142857143,6.8,108.0,181.53,Other,224.85,Crockery,Germany,651,0.16666666666666666,0,1089.18,1,0,0,6,2,12,0,0,0,0
12535,92,1,344.9,21.55625,14.850000000000001,35.8,57.48333333333333,Kitchen,306.0,Stationery,France,219,0.16666666666666666,94,716.35,2,0,0,5,10,11,0,0,0,0
12536,43,3,12601.830000000002,48.282873563218395,4.5600000000000005,4161.06,2100.3050000000003,Other,9063.69,Furniture,France,2803,0.5,15,12601.830000000002,3,0,0,6,4,11,1,1,-1,1
12538,29,1,363.95,17.33095238095238,5.04,39.8,60.65833333333333,Kitchen,96.05,Home Decor,Spain,191,0.16666666666666666,0,363.95,1,0,0,5,6,25,0,0,0,0
12539,22,1,1050.66,24.433953488372094,10.08,102.0,175.11,Kitchen,1567.9,Seasonal,Spain,2067,0.16666666666666666,311,5568.35,4,0,0,5,9,25,0,0,0,0
12540,20,10,6897.72,25.54711111111111,5.04,168.0,1149.6200000000001,Stationery,3029.32,Textiles,Spain,6685,1.6666666666666667,342,13400.24,17,1,1,8,12,25,1,1,-1,1
12541,30,2,668.78,19.108,6.64,84.0,111.46333333333332,Kitchen,366.78000000000003,Textiles,Spain,680,0.3333333333333333,251,981.18,3,0,0,5,12,25,0,0,0,0
12544,36,1,372.7,19.61578947368421,12.48,56.0,62.11666666666667,Stationery,108.74000000000001,Home Decor,Spain,136,0.16666666666666666,0,372.7,1,0,0,8,6,25,0,0,0,0
12545,75,1,372.24,23.265,10.2,84.0,62.04,Other,234.2,Textiles,Spain,523,0.16666666666666666,184,1000.39,2,0,0,6,12,25,0,0,0,0
12546,47,2,1161.5,16.833333333333332,7.9,84.0,193.58333333333334,Stationery,264.82,Electronics,Spain,633,0.3333333333333333,31,1161.5,2,0,0,8,3,25,0,0,0,0
12548,166,1,95.19999999999999,19.04,15.0,28.0,15.866666666666665,Stationery,45.4,Home Decor,Spain,49,0.16666666666666666,0,95.19999999999999,1,0,0,8,6,25,0,0,0,0
12550,79,1,964.83,16.92684210526316,4.5600000000000005,140.0,160.805,Stationery,255.07,Electronics,Spain,569,0.16666666666666666,0,964.83,1,0,0,8,3,25,0,0,0,0
12552,39,2,437.82,21.891,9.95,120.0,72.97,Stationery,158.25,Electronics,Italy,88,0.3333333333333333,0,437.82,2,0,0,8,3,16,0,0,0,0
12553,8,5,1957.66,20.82617021276596,5.04,85.92,326.2766666666667,Kitchen,883.25,Seasonal,France,1965,0.8333333333333334,321,3692.28,10,0,0,5,9,11,0,0,0,0
12556,50,2,599.56,5.038319327731092,0.29,23.6,99.92666666666666,Home Decor,140.56,Furniture,Spain,355,0.3333333333333333,100,599.56,2,0,0,4,4,25,0,0,0,0
12558,8,1,269.96,24.54181818181818,5.04,74.88,44.99333333333333,Other,154.8,Crockery,USA,196,0.16666666666666666,0,269.96,1,0,0,6,2,28,0,0,0,0
12560,5,3,2134.01,20.323904761904764,4.68,144.0,355.66833333333335,Kitchen,475.82,Furniture,Germany,1110,0.5,137,2134.01,3,0,0,5,4,12,0,0,0,0
12562,8,6,3336.78,22.69918367346939,5.04,171.84,556.13,Bags,757.8000000000001,Crockery,France,1779,1.0,190,3781.7400000000002,7,0,0,0,2,11,0,0,-1,0
12566,86,1,351.65,18.507894736842104,10.08,54.0,58.60833333333333,Kitchen,113.17,Home Decor,Germany,265,0.16666666666666666,0,351.65,1,0,0,5,6,12,0,0,0,0
12567,23,4,4944.28,21.40380952380952,2.88,144.0,824.0466666666666,Other,1537.15,Textiles,France,4305,0.6666666666666666,346,9401.28,10,0,0,6,12,11,1,1,-1,1
12571,40,2,519.61,15.28264705882353,6.84,30.0,86.60166666666667,Kitchen,161.75,Textiles,France,523,0.3333333333333333,81,519.61,2,0,0,5,12,11,0,0,0,0
12572,9,2,1020.42,17.006999999999998,2.5,54.0,170.07,Crockery,231.8,Textiles,Germany,452,0.3333333333333333,43,1020.42,2,0,0,1,12,12,0,0,0,0
12576,36,3,894.18,15.416896551724138,6.6000000000000005,34.8,149.03,Home Decor,394.57,Bags,Poland,967,0.5,268,1315.83,5,0,0,4,1,21,0,0,0,0
