CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,ReturnFrequency,ReturnQuantity,ReturnAmount,ReturnRate,MonthlyPurchaseAmount,TopCategory,TopCategorySpend,Country,TotalQuantity,PurchaseFrequencyPerMonth,CustomerAge,LifetimeValue,LifetimeFrequency,IsLoyal,IsFrequentBuyer,TopCategory_Encoded,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,FinalCluster
12363,110,2,552.0,24.0,0.0,0.0,0.0,0.0,46.0,Stationery,220.62,Unspecified,408,0.16666666666666666,132,552.0,2,0,0,9,0,3,0,0
12364,8,4,1313.1,15.448235294117646,0.0,0.0,0.0,0.0,109.425,Other,407.29999999999995,Belgium,1506,0.3333333333333333,104,1313.1,4,0,0,7,0,3,0,0
12367,4,1,168.9,15.354545454545455,0.0,0.0,0.0,0.0,14.075000000000001,Stationery,49.2,Denmark,173,0.08333333333333333,0,168.9,1,0,0,9,0,3,0,0
12370,51,4,3541.94,21.33698795180723,0.0,0.0,0.0,0.0,295.1616666666667,Home Decor,832.97,Cyprus,2352,0.3333333333333333,309,3541.94,4,0,0,5,0,3,0,0
12371,45,2,1887.96,29.96761904761905,0.0,0.0,0.0,0.0,157.33,Stationery,391.05,Switzerland,591,0.16666666666666666,14,1887.96,2,0,0,9,0,3,0,0
12372,72,3,1298.04,24.962307692307693,0.0,0.0,0.0,0.0,108.17,Storage,676.8,Denmark,794,0.25,224,1298.04,3,0,0,10,0,3,0,0
12373,311,1,364.6,26.042857142857144,0.0,0.0,0.0,0.0,30.383333333333336,Bags,189.0,Austria,197,0.08333333333333333,0,364.6,1,0,0,1,0,3,0,0
12374,25,1,742.9300000000001,22.513030303030305,0.0,0.0,0.0,0.0,61.910833333333336,Stationery,241.98000000000002,Austria,342,0.08333333333333333,0,742.9300000000001,1,0,0,9,0,3,0,0
12375,3,3,455.42,25.301111111111112,1.0,1.0,2.08,0.004567212682798296,37.95166666666667,Bags,285.32,Finland,177,0.25,95,455.42,3,0,0,1,0,3,0,0
12377,315,2,1628.12,21.144415584415583,0.0,0.0,0.0,0.0,135.67666666666665,Crockery,372.0,Switzerland,944,0.16666666666666666,39,1628.12,2,0,0,2,0,3,0,0
12378,130,1,4008.62,18.30420091324201,0.0,0.0,0.0,0.0,334.0516666666667,Kitchen,1041.47,Switzerland,2529,0.08333333333333333,0,4008.62,1,0,0,6,0,3,0,0
12379,82,3,850.29,20.738780487804878,1.0,1.0,1.95,0.002293335215044279,70.8575,Storage,267.39,Belgium,406,0.25,88,850.29,3,0,0,10,0,3,0,0
12380,22,5,2720.56,25.910095238095238,1.0,1.0,4.25,0.001562178375040433,226.71333333333334,Kitchen,578.4,Belgium,1126,0.4166666666666667,164,2720.56,5,0,0,6,0,3,0,0
12381,5,6,1803.96,19.823736263736265,1.0,25.0,41.35,0.022921794274817622,150.33,Stationery,475.2,Norway,783,0.5,115,1803.96,6,0,0,9,0,3,0,0
12383,185,6,1839.31,18.3931,1.0,3.0,11.25,0.006116424093817791,153.27583333333334,Kitchen,598.72,Belgium,1529,0.5,167,1839.31,6,0,0,6,0,3,0,0
12384,29,3,566.16,18.872,1.0,5.0,19.11,0.033753709198813056,47.18,Stationery,201.75,Switzerland,121,0.25,92,566.16,3,0,0,9,0,3,0,0
12386,338,2,401.9,40.19,0.0,0.0,0.0,0.0,33.49166666666667,Other,244.4,Australia,354,0.16666666666666666,29,401.9,2,0,0,7,0,3,0,0
12388,16,6,2780.66,27.8066,0.0,0.0,0.0,0.0,231.72166666666666,Kitchen,837.07,Australia,1462,0.5,311,2780.66,6,0,0,6,0,3,0,0
12390,80,1,549.84,17.1825,0.0,0.0,0.0,0.0,45.82,Toys,192.63,Belgium,353,0.08333333333333333,0,549.84,1,0,0,12,0,3,0,0
12391,22,1,439.66,4.72752688172043,0.0,0.0,0.0,0.0,36.638333333333335,Other,146.85,Cyprus,293,0.08333333333333333,0,439.66,1,0,0,7,0,3,0,0
12393,72,4,1582.6000000000001,24.728125000000002,0.0,0.0,0.0,0.0,131.88333333333335,Bags,564.0,Australia,816,0.3333333333333333,260,1582.6000000000001,4,0,0,1,0,3,0,0
12394,64,2,1272.48,47.12888888888889,0.0,0.0,0.0,0.0,106.04,Kitchen,773.24,Belgium,819,0.16666666666666666,153,1272.48,2,0,0,6,0,3,0,0
12395,16,15,2998.28,18.857106918238994,3.0,5.0,20.35,0.006787224675480609,249.85666666666668,Kitchen,919.51,Belgium,2113,1.25,355,2998.28,15,1,1,6,3,3,0,3
12397,36,2,2409.9,19.126190476190477,0.0,0.0,0.0,0.0,200.82500000000002,Kitchen,554.54,Belgium,1263,0.16666666666666666,99,2409.9,2,0,0,6,0,3,0,0
12398,46,1,1635.6599999999999,19.24305882352941,0.0,0.0,0.0,0.0,136.30499999999998,Kitchen,599.3199999999999,Switzerland,1394,0.08333333333333333,0,1635.6599999999999,1,0,0,6,0,3,0,0
12399,119,4,1108.65,18.790677966101697,0.0,0.0,0.0,0.0,92.3875,Kitchen,494.51,Belgium,1178,0.3333333333333333,142,1108.65,4,0,0,6,0,3,0,0
12401,303,1,84.3,16.86,0.0,0.0,0.0,0.0,7.0249999999999995,Kitchen,36.45,Belgium,11,0.08333333333333333,0,84.3,1,0,0,6,0,3,0,0
12402,323,1,225.6,20.509090909090908,0.0,0.0,0.0,0.0,18.8,Bags,78.0,Belgium,94,0.08333333333333333,0,225.6,1,0,0,1,0,3,0,0
12403,50,2,409.7,68.28333333333333,1.0,1.0,18.0,0.04393458628264584,34.141666666666666,Toys,381.8,Denmark,95,0.16666666666666666,0,409.7,2,0,0,12,0,3,-1,0
12405,149,1,1710.39,31.67388888888889,0.0,0.0,0.0,0.0,142.5325,Storage,530.2,Finland,857,0.08333333333333333,0,1710.39,1,0,0,10,0,3,0,0
12406,22,3,3280.75,30.377314814814813,1.0,9.0,134.55,0.04101196372780615,273.3958333333333,Kitchen,790.7700000000001,Denmark,1809,0.25,161,3280.75,3,0,0,6,0,3,0,0
12407,50,5,1708.1200000000001,22.183376623376624,0.0,0.0,0.0,0.0,142.34333333333333,Kitchen,1014.49,Belgium,1416,0.4166666666666667,214,1708.1200000000001,5,0,0,6,0,3,0,0
12408,33,9,2842.57,25.155486725663717,4.0,10.0,45.980000000000004,0.016175503153836143,236.88083333333336,Storage,635.15,Belgium,1399,0.75,227,2842.57,9,0,0,10,0,3,0,0
12409,79,7,11056.93,96.99061403508772,4.0,8.0,15.74,0.001423541615982013,921.4108333333334,Kitchen,2967.57,Switzerland,5543,0.5833333333333334,103,11056.93,7,0,0,6,3,0,-1,3
12410,301,3,681.0799999999999,24.32428571428571,1.0,2.0,12.25,0.017986139660539146,56.75666666666666,Stationery,195.4,Switzerland,209,0.25,7,681.0799999999999,3,0,0,9,0,3,0,0
12412,75,3,1226.88,20.112786885245903,0.0,0.0,0.0,0.0,102.24000000000001,Storage,281.3,Denmark,829,0.25,94,1226.88,3,0,0,10,0,3,0,0
12413,67,5,694.15,17.353749999999998,2.0,4.0,63.95,0.09212706187423468,57.84583333333333,Kitchen,332.6,France,282,0.4166666666666667,270,694.15,5,0,0,6,2,2,0,2
12414,217,3,562.41,31.244999999999997,0.0,0.0,0.0,0.0,46.8675,Stationery,139.8,Austria,300,0.25,93,562.41,3,0,0,9,0,3,0,0
12417,3,12,3578.8,18.074747474747475,3.0,13.0,70.3,0.019643455907007935,298.23333333333335,Kitchen,1297.1000000000001,Belgium,1539,1.0,354,3578.8,12,1,0,6,3,3,0,3
12418,113,1,668.58,19.664117647058823,0.0,0.0,0.0,0.0,55.715,Toys,163.07999999999998,Switzerland,407,0.08333333333333333,0,668.58,1,0,0,12,0,3,0,0
12420,64,1,600.39,20.70310344827586,0.0,0.0,0.0,0.0,50.0325,Kitchen,305.52,Cyprus,345,0.08333333333333333,0,600.39,1,0,0,6,0,3,0,0
12421,16,5,806.27,17.527608695652173,1.0,1.0,0.77,0.0009550150693936275,67.18916666666667,Stationery,258.66,Spain,483,0.4166666666666667,303,806.27,5,0,0,9,0,3,0,0
12422,96,3,803.5600000000001,20.604102564102565,0.0,0.0,0.0,0.0,66.96333333333334,Bags,312.95,Australia,370,0.25,229,803.5600000000001,3,0,0,1,0,3,0,0
12423,1,9,1849.11,14.67547619047619,1.0,12.0,10.2,0.005516167237211415,154.0925,Kitchen,476.0,Belgium,1327,0.75,352,1849.11,9,0,0,6,0,3,0,0
12424,163,2,1760.96,58.69866666666667,0.0,0.0,0.0,0.0,146.74666666666667,Kitchen,1047.99,Australia,740,0.16666666666666666,0,1760.96,2,0,0,6,0,3,0,0
12425,78,1,777.2,21.58888888888889,0.0,0.0,0.0,0.0,64.76666666666667,Kitchen,357.5,Portugal,496,0.08333333333333333,0,777.2,1,0,0,6,0,3,0,0
12426,195,1,582.73,19.424333333333333,0.0,0.0,0.0,0.0,48.560833333333335,Storage,179.1,Germany,258,0.08333333333333333,0,582.73,1,0,0,10,0,3,0,0
12427,12,5,708.37,20.239142857142856,2.0,297.0,117.43,0.1657749481203326,59.030833333333334,Toys,160.5,Germany,236,0.4166666666666667,360,708.37,5,0,0,12,2,2,-1,2
12428,26,12,7877.2,26.25733333333333,3.0,33.0,79.26,0.010061950947037018,656.4333333333333,Kitchen,1947.8600000000001,Finland,3503,1.0,257,7877.2,12,1,0,6,3,0,0,3
12429,9,4,3750.4,38.66391752577319,0.0,0.0,0.0,0.0,312.53333333333336,Electronics,1434.12,Denmark,1557,0.3333333333333333,356,3750.4,4,0,0,3,0,3,0,0
12430,43,1,256.4,23.30909090909091,0.0,0.0,0.0,0.0,21.366666666666664,Stationery,102.8,Norway,117,0.08333333333333333,0,256.4,1,0,0,9,0,3,0,0
12431,36,18,6348.89,26.676008403361347,3.0,50.0,71.06,0.011192507666694492,529.0741666666667,Electronics,2320.99,Australia,2846,1.5,338,6348.89,18,1,1,3,3,0,0,3
12432,43,5,5059.32,46.845555555555556,0.0,0.0,0.0,0.0,421.60999999999996,Other,1106.8600000000001,Norway,1801,0.4166666666666667,129,5059.32,5,0,0,7,3,3,0,3
12434,85,4,765.19,14.170185185185186,2.0,21.0,40.949999999999996,0.053516120179301865,63.76583333333334,Textiles,156.0,Australia,373,0.3333333333333333,276,765.19,4,0,0,11,0,3,0,0
12435,80,2,7829.89,217.49694444444447,0.0,0.0,0.0,0.0,652.4908333333334,Kitchen,2562.15,Denmark,2055,0.16666666666666666,188,7829.89,2,0,0,6,3,0,-1,3
12436,100,1,509.01,31.813125,0.0,0.0,0.0,0.0,42.4175,Kitchen,179.85000000000002,Norway,211,0.08333333333333333,0,509.01,1,0,0,6,0,3,0,0
12437,2,19,4896.66,24.4833,1.0,5.0,54.75,0.011181090784330544,408.055,Kitchen,1911.58,France,2917,1.5833333333333333,329,4896.66,19,1,1,6,3,0,0,3
12438,14,2,2906.85,29.66173469387755,0.0,0.0,0.0,0.0,242.23749999999998,Stationery,659.3,Norway,1180,0.16666666666666666,125,2906.85,2,0,0,9,0,3,0,0
12441,367,1,173.55,15.77727272727273,0.0,0.0,0.0,0.0,14.4625,Stationery,120.30000000000001,France,121,0.08333333333333333,0,173.55,1,0,0,9,0,3,0,0
12442,3,1,172.06,14.338333333333333,0.0,0.0,0.0,0.0,14.338333333333333,Stationery,56.2,Spain,182,0.08333333333333333,0,172.06,1,0,0,9,0,3,0,0
12444,21,5,5005.46,28.440113636363638,0.0,0.0,0.0,0.0,417.12166666666667,Kitchen,1278.05,Norway,1153,0.4166666666666667,149,5005.46,5,0,0,6,0,3,0,0
12445,22,1,133.4,33.35,0.0,0.0,0.0,0.0,11.116666666666667,Home Decor,60.0,Spain,62,0.08333333333333333,0,133.4,1,0,0,5,0,3,0,0
12446,58,1,1002.3100000000001,17.584385964912283,0.0,0.0,0.0,0.0,83.52583333333334,Kitchen,389.85,RSA,351,0.08333333333333333,0,1002.3100000000001,1,0,0,6,0,3,0,0
12447,243,1,476.49,18.326538461538462,0.0,0.0,0.0,0.0,39.7075,Kitchen,180.57,Belgium,190,0.08333333333333333,0,476.49,1,0,0,6,0,3,0,0
12448,44,1,449.45,20.429545454545455,0.0,0.0,0.0,0.0,37.454166666666666,Stationery,153.48,Spain,243,0.08333333333333333,0,449.45,1,0,0,9,0,3,0,0
12449,22,4,4067.29,21.294712041884818,0.0,0.0,0.0,0.0,338.94083333333333,Kitchen,971.41,Belgium,1553,0.3333333333333333,164,4067.29,4,0,0,6,0,3,0,0
12450,156,2,197.88,24.735,0.0,0.0,0.0,0.0,16.49,Bags,82.5,Spain,128,0.16666666666666666,17,197.88,2,0,0,1,0,3,0,0
12451,11,6,8933.52,25.164845070422537,1.0,120.0,102.0,0.011417671869543023,744.46,Other,2053.16,Switzerland,6455,0.5,313,8933.52,6,0,0,7,3,0,-1,3
12452,17,3,428.57,18.633478260869566,1.0,2.0,2.0,0.004666682222274074,35.714166666666664,Stationery,128.99,Switzerland,183,0.25,0,428.57,3,0,0,9,0,3,0,0
12453,134,1,707.09,16.443953488372095,0.0,0.0,0.0,0.0,58.92416666666667,Kitchen,160.4,Austria,473,0.08333333333333333,0,707.09,1,0,0,6,0,3,0,0
12455,73,6,2466.86,27.409555555555556,0.0,0.0,0.0,0.0,205.5716666666667,Home Decor,864.32,Spain,2089,0.5,223,2466.86,6,0,0,5,0,3,0,0
12456,44,4,3153.89,24.44875968992248,1.0,17.0,27.15,0.008608416907374702,262.82416666666666,Stationery,763.8000000000001,Switzerland,1616,0.3333333333333333,210,3153.89,4,0,0,9,0,3,0,0
12457,58,12,1917.78,28.62358208955224,5.0,149.0,445.45,0.23227377488554474,159.815,Stationery,440.72,Switzerland,694,1.0,180,1917.78,12,1,0,9,2,1,-1,2
12458,71,2,947.4,24.931578947368422,0.0,0.0,0.0,0.0,78.95,Stationery,160.0,Switzerland,506,0.16666666666666666,213,947.4,2,0,0,9,0,3,0,0
12461,94,2,826.88,23.62514285714286,0.0,0.0,0.0,0.0,68.90666666666667,Stationery,249.68,Switzerland,287,0.16666666666666666,60,826.88,2,0,0,9,0,3,0,0
12462,2,4,1124.01,15.61125,2.0,22.0,65.58,0.05834467664878426,93.6675,Kitchen,281.06,Spain,514,0.3333333333333333,300,1124.01,4,0,0,6,0,3,0,0
12463,46,7,1303.63,14.813977272727273,3.0,19.0,41.15,0.031565704992981135,108.63583333333334,Storage,261.45,Belgium,757,0.5833333333333334,195,1303.63,7,0,0,10,0,3,0,0
12464,10,8,1212.05,41.79482758620689,0.0,0.0,0.0,0.0,101.00416666666666,Other,744.55,Belgium,112,0.6666666666666666,299,1212.05,8,0,0,7,0,3,0,0
12465,8,3,733.89,14.39,1.0,4.0,8.299999999999999,0.011309596806060853,61.1575,Kitchen,300.99,Belgium,475,0.25,161,733.89,3,0,0,6,0,3,0,0
12468,143,3,724.0400000000001,18.101000000000003,1.0,2.0,5.5,0.007596265399701673,60.33666666666667,Storage,175.55,Germany,364,0.25,173,724.0400000000001,3,0,0,10,0,3,0,0
12472,31,13,6229.48,15.932173913043478,6.0,128.0,342.63,0.055001380532564516,519.1233333333333,Storage,1107.04,Germany,4020,1.0833333333333333,342,6229.48,13,1,1,10,3,0,-1,3
12473,29,9,2837.73,15.942303370786517,4.0,76.0,1090.3200000000002,0.3842226004588175,236.4775,Other,682.36,Germany,2338,0.75,162,2837.73,9,0,0,7,1,1,-1,1
12474,17,30,7064.7699999999995,15.526967032967033,12.0,83.0,259.32,0.036706078187966486,588.7308333333333,Storage,1428.55,Germany,4750,2.5,351,7064.7699999999995,30,1,1,10,3,0,-1,3
12475,54,1,723.38,20.093888888888888,0.0,0.0,0.0,0.0,60.281666666666666,Other,183.24,Germany,535,0.08333333333333333,0,723.38,1,0,0,7,0,3,0,0
12476,1,20,6546.58,24.797651515151514,9.0,71.0,269.84,0.0412184682689282,545.5483333333333,Other,1483.34,Germany,2337,1.6666666666666667,359,6546.58,20,1,1,7,3,0,-1,3
12477,23,9,13117.01,42.58769480519481,3.0,33.0,102.72999999999999,0.007831815329865571,1093.0841666666668,Kitchen,4562.33,Germany,3620,0.75,288,13117.01,9,0,0,6,3,0,-1,3
12478,4,1,680.99,18.91638888888889,0.0,0.0,0.0,0.0,56.74916666666667,Stationery,173.01,Greece,236,0.08333333333333333,0,680.99,1,0,0,9,0,3,0,0
12479,4,3,477.3,13.637142857142857,2.0,34.0,49.9,0.10454640687198827,39.775,Kitchen,211.4,Germany,351,0.25,7,477.3,3,0,0,6,2,2,0,2
12480,28,4,3281.63,21.309285714285714,0.0,0.0,0.0,0.0,273.4691666666667,Storage,952.25,Germany,1707,0.3333333333333333,307,3281.63,4,0,0,10,0,3,0,0
12481,23,11,5574.36,25.688294930875575,1.0,14.0,5.46,0.0009794846403892107,464.53,Kitchen,1150.06,Germany,3280,0.9166666666666666,342,5574.36,11,1,0,6,3,0,0,3
12483,17,13,2327.13,28.73,5.0,13.0,157.85,0.06783033178206632,193.9275,Electronics,518.39,Sweden,1097,1.0833333333333333,322,2327.13,13,1,1,3,2,3,0,2
12484,33,8,4480.87,12.913170028818444,2.0,6.0,46.45,0.010366290474840825,373.4058333333333,Stationery,1000.2,Spain,2181,0.6666666666666666,303,4480.87,8,0,0,9,0,3,0,0
12488,10,3,1298.66,23.612000000000002,0.0,0.0,0.0,0.0,108.22166666666668,Other,386.6,France,529,0.25,65,1298.66,3,0,0,7,0,3,0,0
12489,336,1,334.93,22.328666666666667,0.0,0.0,0.0,0.0,27.910833333333333,Kitchen,136.2,France,105,0.08333333333333333,0,334.93,1,0,0,6,0,3,0,0
12490,5,10,5417.93,22.114,0.0,0.0,0.0,0.0,451.4941666666667,Kitchen,1174.95,France,3064,0.8333333333333334,324,5417.93,10,0,0,6,3,0,0,3
12491,39,1,460.40000000000003,17.70769230769231,0.0,0.0,0.0,0.0,38.36666666666667,Other,122.60000000000001,France,260,0.08333333333333333,0,460.40000000000003,1,0,0,7,0,3,0,0
12492,63,2,263.21000000000004,13.160500000000003,0.0,0.0,0.0,0.0,21.93416666666667,Storage,105.15,Germany,192,0.16666666666666666,42,263.21000000000004,2,0,0,10,0,3,0,0
12493,166,3,416.79,18.121304347826086,1.0,1.0,16.95,0.04066796228316418,34.7325,Home Decor,149.5,France,206,0.25,31,416.79,3,0,0,5,0,3,0,0
12494,10,13,1139.3500000000001,13.563690476190478,6.0,17.0,106.75,0.09369377276517311,94.94583333333334,Home Decor,283.28000000000003,France,690,1.0833333333333333,355,1139.3500000000001,13,1,1,5,2,2,0,2
12497,82,1,1043.1,74.50714285714285,0.0,0.0,0.0,0.0,86.925,Storage,360.0,Germany,1236,0.08333333333333333,0,1043.1,1,0,0,10,0,3,0,0
12498,21,3,403.70000000000005,17.55217391304348,0.0,0.0,0.0,0.0,33.64166666666667,Home Decor,128.3,Germany,159,0.25,36,403.70000000000005,3,0,0,5,0,3,0,0
12500,23,13,4206.27,64.71184615384617,2.0,7.0,51.55,0.012255513792504997,350.52250000000004,Stationery,988.2,Germany,2671,1.0833333333333333,310,4206.27,13,1,1,9,3,3,-1,3
12501,315,2,2089.68,13.0605,1.0,61.0,79.71000000000001,0.03814459630182612,174.14,Kitchen,671.95,Germany,1722,0.16666666666666666,21,2089.68,2,0,0,6,0,3,0,0
12502,96,5,3723.87,25.332448979591835,0.0,0.0,0.0,0.0,310.3225,Kitchen,1047.4,Spain,820,0.4166666666666667,214,3723.87,5,0,0,6,0,3,0,0
12506,233,1,73.5,3.1956521739130435,0.0,0.0,0.0,0.0,6.125,Kitchen,45.85,France,23,0.08333333333333333,0,73.5,1,0,0,6,0,3,0,0
12507,134,4,1258.06,57.18454545454545,1.0,11.0,46.75,0.03716038980652751,104.83833333333332,Kitchen,706.3,Spain,883,0.3333333333333333,164,1258.06,4,0,0,6,0,3,0,0
12508,26,2,397.88,5.851176470588236,0.0,0.0,0.0,0.0,33.156666666666666,Home Decor,107.23,France,271,0.16666666666666666,2,397.88,2,0,0,5,0,3,0,0
12509,284,1,176.5,25.214285714285715,0.0,0.0,0.0,0.0,14.708333333333334,Storage,83.5,France,55,0.08333333333333333,0,176.5,1,0,0,10,0,3,0,0
12510,143,2,982.5699999999999,29.774848484848484,0.0,0.0,0.0,0.0,81.88083333333333,Home Decor,227.42000000000002,Spain,353,0.16666666666666666,182,982.5699999999999,2,0,0,5,0,3,0,0
12512,66,2,132.18,4.263870967741935,0.0,0.0,0.0,0.0,11.015,Kitchen,44.15,Israel,96,0.16666666666666666,0,132.18,2,0,0,6,0,3,0,0
12513,85,2,586.79,16.299722222222222,1.0,6.0,25.5,0.0434567732919784,48.899166666666666,Stationery,126.0,France,456,0.16666666666666666,28,586.79,2,0,0,9,0,3,0,0
12514,267,1,1017.68,19.954509803921567,0.0,0.0,0.0,0.0,84.80666666666666,Toys,224.2,Italy,440,0.08333333333333333,0,1017.68,1,0,0,12,0,3,0,0
12515,353,1,383.7,23.98125,0.0,0.0,0.0,0.0,31.974999999999998,Kitchen,216.3,Italy,131,0.08333333333333333,0,383.7,1,0,0,6,0,3,0,0
12516,78,2,1312.06,50.46384615384615,0.0,0.0,0.0,0.0,109.33833333333332,Bags,588.9,Germany,875,0.16666666666666666,102,1312.06,2,0,0,1,0,3,0,0
12517,28,6,2443.65,8.69626334519573,1.0,23.0,37.949999999999996,0.01553004726536124,203.63750000000002,Kitchen,606.24,Germany,1338,0.5,161,2443.65,6,0,0,6,0,3,0,0
12518,1,5,2056.89,16.58782258064516,0.0,0.0,0.0,0.0,171.4075,Storage,402.3,Germany,1318,0.4166666666666667,109,2056.89,5,0,0,10,0,3,0,0
12519,64,1,330.84,19.461176470588235,0.0,0.0,0.0,0.0,27.569999999999997,Kitchen,84.7,Germany,175,0.08333333333333333,0,330.84,1,0,0,6,0,3,0,0
12520,79,6,2582.51,16.66135483870968,1.0,9.0,51.75,0.020038644574464377,215.20916666666668,Kitchen,996.1,Germany,1430,0.5,194,2582.51,6,0,0,6,0,3,0,0
12521,143,1,599.68,15.781052631578946,0.0,0.0,0.0,0.0,49.97333333333333,Bags,133.3,Germany,309,0.08333333333333333,0,599.68,1,0,0,1,0,3,0,0
12522,39,2,192.72,16.06,0.0,0.0,0.0,0.0,16.06,Stationery,53.34,Germany,194,0.16666666666666666,12,192.72,2,0,0,9,0,3,0,0
12523,2,13,1745.57,15.868818181818181,2.0,4.0,44.199999999999996,0.02532124177202862,145.46416666666667,Kitchen,636.0500000000001,France,861,1.0833333333333333,330,1745.57,13,1,1,6,0,3,0,0
12524,9,8,4485.72,31.150833333333335,0.0,0.0,0.0,0.0,373.81,Other,984.8,Germany,3699,0.6666666666666666,324,4485.72,8,0,0,7,3,3,0,3
12526,1,3,1316.66,18.54450704225352,0.0,0.0,0.0,0.0,109.72166666666668,Storage,425.2,Germany,632,0.25,93,1316.66,3,0,0,10,0,3,0,0
12527,82,3,348.71000000000004,19.37277777777778,0.0,0.0,0.0,0.0,29.05916666666667,Electronics,126.00000000000001,Germany,234,0.25,243,348.71000000000004,3,0,0,3,0,3,0,0
12528,9,8,1922.28,20.234526315789473,2.0,6.0,11.2,0.005826414466154774,160.19,Kitchen,1259.23,Germany,750,0.6666666666666666,303,1922.28,8,0,0,6,0,3,0,0
12530,60,5,1623.63,23.876911764705884,1.0,13.0,38.650000000000006,0.023804684564833124,135.3025,Bags,377.8,Germany,900,0.4166666666666667,277,1623.63,5,0,0,1,0,3,0,0
12531,15,1,125.22,7.365882352941177,0.0,0.0,0.0,0.0,10.435,Kitchen,36.2,Germany,45,0.08333333333333333,0,125.22,1,0,0,6,0,3,0,0
12532,30,1,349.83000000000004,21.864375000000003,0.0,0.0,0.0,0.0,29.152500000000003,Home Decor,114.60000000000001,France,153,0.08333333333333333,0,349.83000000000004,1,0,0,5,0,3,0,0
12534,131,1,1089.18,17.28857142857143,0.0,0.0,0.0,0.0,90.765,Other,224.85,Germany,651,0.08333333333333333,0,1089.18,1,0,0,7,0,3,0,0
12535,92,2,716.35,21.069117647058825,0.0,0.0,0.0,0.0,59.69583333333333,Kitchen,306.0,France,219,0.16666666666666666,94,716.35,2,0,0,6,0,3,0,0
12538,29,1,363.95,17.33095238095238,0.0,0.0,0.0,0.0,30.329166666666666,Kitchen,96.05,Spain,191,0.08333333333333333,0,363.95,1,0,0,6,0,3,0,0
